"id";"numbering";"parent_id";"section_id";"name";"level";"order";"page_type";"link";"notes";"url_slug";"meta_title";"meta_description";"meta_focus_keyword";"meta_robots";"canonical_url";"alternate_url";"content_status"
"1079";"4.10.2.11.25.";"915";"1";"student finance funds terms and conditions";"5";"25";"";"";"";"student-finance-funds-terms-and-conditions";"student finance funds terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1087";"4.10.2.11.26.";"915";"1";"the jos bursary terms and conditions";"5";"26";"";"";"";"the-jos-bursary-terms-and-conditions";"the jos bursary terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1094";"4.10.2.11.27.";"915";"1";"the materna fund terms and conditions";"5";"27";"";"";"";"the-materna-fund-terms-and-conditions";"the materna fund terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1101";"4.10.2.11.28.";"915";"1";"tuition fees terms and conditions";"5";"28";"";"";"";"tuition-fees-terms-and-conditions";"tuition fees terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1108";"4.10.2.11.29.";"915";"1";"vip open day experience";"5";"29";"";"";"";"vip-open-day-experience";"vip open day experience | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1115";"4.10.2.11.30.";"915";"1";"webpay terms and conditions";"5";"30";"";"";"";"webpay-terms-and-conditions";"webpay terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1122";"4.10.2.11.31.";"915";"1";"website feedback survey terms and conditions";"5";"31";"";"";"";"website-feedback-survey-terms-and-conditions";"website feedback survey terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1129";"4.10.2.11.32.";"915";"1";"website terms and conditions";"5";"32";"";"";"";"website-terms-and-conditions";"website terms and conditions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"184";"4.10.2.11.32.1.";"1129";"1";"what is sharing";"6";"1";"";"";"";"what-is-sharing";"what is sharing | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"933";"4.10.2.12.";"361";"1";"trade union facilities time";"4";"12";"";"";"";"trade-union-facilities-time";"trade union facilities time | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"949";"4.10.2.13.";"361";"1";"ukvi student compliance";"4";"13";"";"";"";"ukvi-student-compliance";"ukvi student compliance | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"488";"4.10.3.";"894";"1";"organisational structure";"3";"3";"";"";"";"organisational-structure";"organisational structure | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"183";"4.10.3.1.";"488";"1";"academic committees";"4";"1";"";"";"";"academic-committees";"academic committees | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"356";"4.10.3.2.";"488";"1";"board of governors committees";"4";"2";"";"";"";"board-of-governors-committees";"board of governors committees | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"487";"4.10.3.3.";"488";"1";"faculty of business and law";"4";"3";"";"";"";"faculty-of-business-and-law";"faculty of business and law | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"182";"4.10.3.3.1.";"487";"1";"school of organisations systems and people";"5";"1";"";"";"";"school-of-organisations-systems-and-people";"school of organisations systems and people | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"355";"4.10.3.3.2.";"487";"1";"school of strategy marketing and innovation";"5";"2";"";"";"";"school-of-strategy-marketing-and-innovation";"school of strategy marketing and innovation | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"595";"4.10.3.4.";"488";"1";"faculty of creative and cultural industries";"4";"4";"";"";"";"faculty-of-creative-and-cultural-industries";"faculty of creative and cultural industries | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"181";"4.10.3.4.1.";"595";"1";"school of architecture art and design";"5";"1";"";"";"";"school-of-architecture-art-and-design";"school of architecture art and design | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"180";"4.10.3.4.1.1.";"181";"1";"art design and performance facilities";"6";"1";"";"";"";"art-design-and-performance-facilities";"art design and performance facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"354";"4.10.3.4.2.";"595";"1";"school of film media and creative technologies";"5";"2";"";"";"";"school-of-film-media-and-creative-technologies";"school of film media and creative technologies | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"179";"4.10.3.4.2.1.";"354";"1";"creative technologies facilities";"6";"1";"";"";"";"creative-technologies-facilities";"creative technologies facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"353";"4.10.3.4.2.2.";"354";"1";"film media and communication facilities";"6";"2";"";"";"";"film-media-and-communication-facilities";"film media and communication facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"680";"4.10.3.5.";"488";"1";"faculty of science and health";"4";"5";"";"";"";"faculty-of-science-and-health";"faculty of science and health | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"178";"4.10.3.5.1.";"680";"1";"medical degree";"5";"1";"";"";"";"medical-degree";"medical degree | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"352";"4.10.3.5.2.";"680";"1";"school of dental health and care professions";"5";"2";"";"";"";"school-of-dental-health-and-care-professions";"school of dental health and care professions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"486";"4.10.3.5.3.";"680";"1";"school of psychology sport and health sciences";"5";"3";"";"";"";"school-of-psychology-sport-and-health-sciences";"school of psychology sport and health sciences | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"177";"4.10.3.5.3.1.";"486";"1";"newsletters";"6";"1";"";"";"";"newsletters";"newsletters | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"594";"4.10.3.5.4.";"680";"1";"school of the environment and life sciences";"5";"4";"";"";"";"school-of-the-environment-and-life-sciences";"school of the environment and life sciences | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"748";"4.10.3.6.";"488";"1";"institute for professional and flexible learning";"4";"6";"";"";"";"institute-for-professional-and-flexible-learning";"institute for professional and flexible learning | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"176";"4.10.3.6.1.";"748";"1";"degree apprenticeships";"5";"1";"";"";"";"degree-apprenticeships";"degree apprenticeships | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"175";"4.10.3.6.1.1.";"176";"1";"our faculty of business and law alumni";"6";"1";"";"";"";"our-faculty-of-business-and-law-alumni";"our faculty of business and law alumni | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"351";"4.10.3.6.1.2.";"176";"1";"portsmouth business school";"6";"2";"";"";"";"portsmouth-business-school";"portsmouth business school | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"485";"4.10.3.6.1.3.";"176";"1";"school of accounting economics and finance";"6";"3";"";"";"";"school-of-accounting-economics-and-finance";"school of accounting economics and finance | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"593";"4.10.3.6.1.4.";"176";"1";"school of law";"6";"4";"";"";"";"school-of-law";"school of law | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"174";"4.10.3.6.1.4.1.";"593";"1";"architecture facilities";"7";"1";"";"";"";"architecture-facilities";"architecture facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"800";"4.10.3.7.";"488";"1";"our academic structure";"4";"7";"";"";"";"our-academic-structure";"our academic structure | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"173";"4.10.3.7.1.";"800";"1";"faculty of humanities and social sciences";"5";"1";"";"";"";"faculty-of-humanities-and-social-sciences";"faculty of humanities and social sciences | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"172";"4.10.3.7.1.1.";"173";"1";"school of area studies sociology history politics and literature";"6";"1";"";"";"";"school-of-area-studies-sociology-history-politics-and-literature";"school of area studies sociology history politics and literature | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"350";"4.10.3.7.1.2.";"173";"1";"school of criminology and criminal justice";"6";"2";"";"";"";"school-of-criminology-and-criminal-justice";"school of criminology and criminal justice | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"484";"4.10.3.7.1.3.";"173";"1";"school of education languages and linguistics";"6";"3";"";"";"";"school-of-education-languages-and-linguistics";"school of education languages and linguistics | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"171";"4.10.3.7.1.3.1.";"484";"1";"collaborate with us";"7";"1";"";"";"";"collaborate-with-us";"collaborate with us | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"592";"4.10.3.7.1.4.";"173";"1";"school of pharmacy and biomedical sciences";"6";"4";"";"";"";"school-of-pharmacy-and-biomedical-sciences";"school of pharmacy and biomedical sciences | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"349";"4.10.3.7.2.";"800";"1";"faculty of technology";"5";"2";"";"";"";"faculty-of-technology";"faculty of technology | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"170";"4.10.3.7.2.1.";"349";"1";"diversity in degree apprenticeships engineering";"6";"1";"";"";"";"diversity-in-degree-apprenticeships-engineering";"diversity in degree apprenticeships engineering | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"348";"4.10.3.7.2.2.";"349";"1";"school of civil engineering and surveying";"6";"2";"";"";"";"school-of-civil-engineering-and-surveying";"school of civil engineering and surveying | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"169";"4.10.3.7.2.2.1.";"348";"1";"industrial advisory committee and professional advisory board";"7";"1";"";"";"";"industrial-advisory-committee-and-professional-advisory-board";"industrial advisory committee and professional advisory board | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"483";"4.10.3.7.2.3.";"349";"1";"school of computing";"6";"3";"";"";"";"school-of-computing";"school of computing | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"591";"4.10.3.7.2.4.";"349";"1";"school of electrical and mechanical engineering";"6";"4";"";"";"";"school-of-electrical-and-mechanical-engineering";"school of electrical and mechanical engineering | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"679";"4.10.3.7.2.5.";"349";"1";"school of mathematics and physics";"6";"5";"";"";"";"school-of-mathematics-and-physics";"school of mathematics and physics | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"839";"4.10.3.8.";"488";"1";"our professional services";"4";"8";"";"";"";"our-professional-services";"our professional services | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"590";"4.10.4.";"894";"1";"our people";"3";"4";"";"";"";"our-people";"our people | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"168";"4.10.4.1.";"590";"1";"board appointees";"4";"1";"";"";"";"board-appointees";"board appointees | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"347";"4.10.4.2.";"590";"1";"board of governors";"4";"2";"";"";"";"board-of-governors";"board of governors | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"167";"4.10.4.2.1.";"347";"1";"events";"5";"1";"";"";"";"events";"events | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"346";"4.10.4.2.2.";"347";"1";"whos who on the board of governors";"5";"2";"";"";"";"whos-who-on-the-board-of-governors";"whos who on the board of governors | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"482";"4.10.4.3.";"590";"1";"heads of service and key people";"4";"3";"";"";"";"heads-of-service-and-key-people";"heads of service and key people | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"589";"4.10.4.4.";"590";"1";"jared embley";"4";"4";"";"";"";"jared-embley";"jared embley | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"678";"4.10.4.5.";"590";"1";"our chancellor";"4";"5";"";"";"";"our-chancellor";"our chancellor | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"747";"4.10.4.6.";"590";"1";"our staff";"4";"6";"";"";"";"our-staff";"our staff | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"166";"4.10.4.6.1.";"747";"1";"aaliyah norat";"5";"1";"";"";"";"aaliyah-norat";"aaliyah norat | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"345";"4.10.4.6.2.";"747";"1";"zoe hoy";"5";"2";"";"";"";"zoe-hoy";"zoe hoy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"481";"4.10.4.6.3.";"747";"1";"zoe whittaker";"5";"3";"";"";"";"zoe-whittaker";"zoe whittaker | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"799";"4.10.4.7.";"590";"1";"previous winners of our vc awards";"4";"7";"";"";"";"previous-winners-of-our-vc-awards";"previous winners of our vc awards | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"838";"4.10.4.8.";"590";"1";"pro chancellor health equality";"4";"8";"";"";"";"pro-chancellor-health-equality";"pro chancellor health equality | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"867";"4.10.4.9.";"590";"1";"student charter and graduate hallmarks";"4";"9";"";"";"";"student-charter-and-graduate-hallmarks";"student charter and graduate hallmarks | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"891";"4.10.4.10.";"590";"1";"the vice chancellors awards for excellence";"4";"10";"";"";"";"the-vice-chancellors-awards-for-excellence";"the vice chancellors awards for excellence | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"913";"4.10.4.11.";"590";"1";"university executive board";"4";"11";"";"";"";"university-executive-board";"university executive board | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"165";"4.10.4.11.1.";"913";"1";"chris chang";"5";"1";"";"";"";"chris-chang";"chris chang | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"344";"4.10.4.11.2.";"913";"1";"dr dominic page";"5";"2";"";"";"";"dr-dominic-page";"dr dominic page | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"480";"4.10.4.11.3.";"913";"1";"dr eric baumgartner";"5";"3";"";"";"";"dr-eric-baumgartner";"dr eric baumgartner | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"588";"4.10.4.11.4.";"913";"1";"fiona hnatow";"5";"4";"";"";"";"fiona-hnatow";"fiona hnatow | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"677";"4.10.4.11.5.";"913";"1";"jonathan sandling";"5";"5";"";"";"";"jonathan-sandling";"jonathan sandling | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"746";"4.10.4.11.6.";"913";"1";"mary white";"5";"6";"";"";"";"mary-white";"mary white | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"798";"4.10.4.11.7.";"913";"1";"paul mould";"5";"7";"";"";"";"paul-mould";"paul mould | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"837";"4.10.4.11.8.";"913";"1";"professor anne murphy";"5";"8";"";"";"";"professor-anne-murphy";"professor anne murphy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"866";"4.10.4.11.9.";"913";"1";"professor christine white";"5";"9";"";"";"";"professor-christine-white";"professor christine white | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"890";"4.10.4.11.10.";"913";"1";"professor djamel ait boudaoud";"5";"10";"";"";"";"professor-djamel-ait-boudaoud";"professor djamel ait boudaoud | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"912";"4.10.4.11.11.";"913";"1";"professor graham galbraith cbe";"5";"11";"";"";"";"professor-graham-galbraith-cbe";"professor graham galbraith cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"932";"4.10.4.11.12.";"913";"1";"professor richard thelwell";"5";"12";"";"";"";"professor-richard-thelwell";"professor richard thelwell | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"948";"4.10.4.11.13.";"913";"1";"professor sherria hoskins";"5";"13";"";"";"";"professor-sherria-hoskins";"professor sherria hoskins | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"964";"4.10.4.11.14.";"913";"1";"professor vikas kumar";"5";"14";"";"";"";"professor-vikas-kumar";"professor vikas kumar | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"676";"4.10.5.";"894";"1";"our websites";"3";"5";"";"";"";"our-websites";"our websites | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"745";"4.10.6.";"894";"1";"policies and standards";"3";"6";"";"";"";"policies-and-standards";"policies and standards | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"164";"4.10.6.1.";"745";"1";"academic registry quality and standards";"4";"1";"";"";"";"academic-registry-quality-and-standards";"academic registry quality and standards | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"343";"4.10.6.2.";"745";"1";"acceptable use policy";"4";"2";"";"";"";"acceptable-use-policy";"acceptable use policy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"479";"4.10.6.3.";"745";"1";"cookies policy";"4";"3";"";"";"";"cookies-policy";"cookies policy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"587";"4.10.6.4.";"745";"1";"external examiners";"4";"4";"";"";"";"external-examiners";"external examiners | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"675";"4.10.6.5.";"745";"1";"modern slavery statement";"4";"5";"";"";"";"modern-slavery-statement";"modern slavery statement | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"744";"4.10.6.6.";"745";"1";"mycareer jobs board employer privacy policy";"4";"6";"";"";"";"mycareer-jobs-board-employer-privacy-policy";"mycareer jobs board employer privacy policy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"797";"4.10.6.7.";"745";"1";"privacy policy";"4";"7";"";"";"";"privacy-policy";"privacy policy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"911";"4.11.";"613";"1";"working at portsmouth";"2";"11";"";"";"";"working-at-portsmouth";"working at portsmouth | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"163";"4.11.1.";"911";"1";"arriving from overseas";"3";"1";"";"";"";"arriving-from-overseas";"arriving from overseas | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"342";"4.11.2.";"911";"1";"commuting to portsmouth";"3";"2";"";"";"";"commuting-to-portsmouth";"commuting to portsmouth | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"478";"4.11.3.";"911";"1";"current vacancies";"3";"3";"";"";"";"current-vacancies";"current vacancies | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"586";"4.11.4.";"911";"1";"hallmarks of a portsmouth employee";"3";"4";"";"";"";"hallmarks-of-a-portsmouth-employee";"hallmarks of a portsmouth employee | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"674";"4.11.5.";"911";"1";"how to apply for a role";"3";"5";"";"";"";"how-to-apply-for-a-role";"how to apply for a role | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"743";"4.11.6.";"911";"1";"information for eueea staff applying to portsmouth";"3";"6";"";"";"";"information-for-eueea-staff-applying-to-portsmouth";"information for eueea staff applying to portsmouth | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"796";"4.11.7.";"911";"1";"microsoft 365 digital transformation";"3";"7";"";"";"";"microsoft-365-digital-transformation";"microsoft 365 digital transformation | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"836";"4.11.8.";"911";"1";"staff benefits";"3";"8";"";"";"";"staff-benefits";"staff benefits | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"865";"4.11.9.";"911";"1";"starting work";"3";"9";"";"";"";"starting-work";"starting work | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"162";"4.11.9.1.";"865";"1";"health screening questionnaires";"4";"1";"";"";"";"health-screening-questionnaires";"health screening questionnaires | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"889";"4.11.10.";"911";"1";"technician commitment";"3";"10";"";"";"";"technician-commitment";"technician commitment | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"910";"4.11.11.";"911";"1";"visiting scholars and researchers";"3";"11";"";"";"";"visiting-scholars-and-researchers";"visiting scholars and researchers | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"931";"4.11.12.";"911";"1";"work experience at the university of portsmouth";"3";"12";"";"";"";"work-experience-at-the-university-of-portsmouth";"work experience at the university of portsmouth | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"673";"5.";"";"1";"applicant performance workshop guidance";"1";"5";"";"";"";"applicant-performance-workshop-guidance";"applicant performance workshop guidance | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"742";"6.";"";"1";"a z of open day subject talks";"1";"6";"";"";"";"a-z-of-open-day-subject-talks";"a z of open day subject talks | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"795";"7.";"";"1";"book your clearing tour";"1";"7";"";"";"";"book-your-clearing-tour";"book your clearing tour | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"835";"8.";"";"1";"book your place for our parents and supporters of 2025 starters webinar";"1";"8";"";"";"";"book-your-place-for-our-parents-and-supporters-of-2025-starters-webinar";"book your place for our parents and supporters of 2025 starters webinar | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"864";"9.";"";"1";"book your place for our undergraduate deferral webinar";"1";"9";"";"";"";"book-your-place-for-our-undergraduate-deferral-webinar";"book your place for our undergraduate deferral webinar | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"888";"10.";"";"1";"book your undergraduate open day";"1";"10";"";"";"";"book-your-undergraduate-open-day";"book your undergraduate open day | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"909";"11.";"";"1";"book your undergraduate open experience day";"1";"11";"";"";"";"book-your-undergraduate-open-experience-day";"book your undergraduate open experience day | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"930";"12.";"";"1";"brush up";"1";"12";"";"";"";"brush-up";"brush up | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"947";"13.";"";"1";"cci graduate show";"1";"13";"";"";"";"cci-graduate-show";"cci graduate show | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"161";"13.1.";"947";"1";"animation";"2";"1";"";"";"";"animation";"animation | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"341";"13.2.";"947";"1";"computer games";"2";"2";"";"";"";"computer-games";"computer games | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"477";"13.3.";"947";"1";"fashion design";"2";"3";"";"";"";"fashion-design";"fashion design | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"585";"13.4.";"947";"1";"film production";"2";"4";"";"";"";"film-production";"film production | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"672";"13.5.";"947";"1";"graphic design";"2";"5";"";"";"";"graphic-design";"graphic design | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"741";"13.6.";"947";"1";"illustration";"2";"6";"";"";"";"illustration";"illustration | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"794";"13.7.";"947";"1";"performing arts";"2";"7";"";"";"";"performing-arts";"performing arts | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"834";"13.8.";"947";"1";"photography";"2";"8";"";"";"";"photography";"photography | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"963";"14.";"";"1";"cci graduate showcase 2025";"1";"14";"";"";"";"cci-graduate-showcase-2025";"cci graduate showcase 2025 | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"977";"15.";"";"1";"centre of operational research and decision analysis corda";"1";"15";"";"";"";"centre-of-operational-research-and-decision-analysis-corda";"centre of operational research and decision analysis corda | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"990";"16.";"";"1";"chatbot clearing prod trigger";"1";"16";"";"";"";"chatbot-clearing-prod-trigger";"chatbot clearing prod trigger | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1002";"17.";"";"1";"clearing";"1";"17";"";"";"";"clearing";"clearing | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1014";"18.";"";"1";"Clearing";"1";"18";"";"";"";"clearing";"Clearing | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"160";"18.1.";"1014";"1";"clearing accommodation";"2";"1";"";"";"";"clearing-accommodation";"clearing accommodation | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"340";"18.2.";"1014";"1";"clearing contact us";"2";"2";"";"";"";"clearing-contact-us";"clearing contact us | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1025";"19.";"";"1";"clearing26";"1";"19";"";"";"";"clearing26";"clearing26 | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1035";"20.";"";"1";"clearing accommodation tour booked";"1";"20";"";"";"";"clearing-accommodation-tour-booked";"clearing accommodation tour booked | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1045";"21.";"";"1";"clearing application successfully submitted";"1";"21";"";"";"";"clearing-application-successfully-submitted";"clearing application successfully submitted | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1054";"22.";"";"1";"clearing dev 3 test";"1";"22";"";"";"";"clearing-dev-3-test";"clearing dev 3 test | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1062";"23.";"";"1";"clearing visit day26";"1";"23";"";"";"";"clearing-visit-day26";"clearing visit day26 | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1070";"24.";"";"1";"clearing visit day guide";"1";"24";"";"";"";"clearing-visit-day-guide";"clearing visit day guide | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1078";"25.";"";"1";"clearing webinars26";"1";"25";"";"";"";"clearing-webinars26";"clearing webinars26 | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1086";"26.";"";"1";"clone of thank you for updating your details";"1";"26";"";"";"";"clone-of-thank-you-for-updating-your-details";"clone of thank you for updating your details | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1093";"27.";"";"1";"clone of undergraduate open daysfamock";"1";"27";"";"";"";"clone-of-undergraduate-open-daysfamock";"clone of undergraduate open daysfamock | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1100";"28.";"";"1";"collaborate";"1";"28";"";"";"";"collaborate";"collaborate | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1107";"29.";"";"1";"Collaborate";"1";"29";"";"";"";"collaborate";"Collaborate | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"159";"29.1.";"1107";"1";"business";"2";"1";"";"";"";"business";"business | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"158";"29.1.1.";"159";"1";"business services";"3";"1";"";"";"";"business-services";"business services | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"157";"29.1.1.1.";"158";"1";"accelerating womens enterprise";"4";"1";"";"";"";"accelerating-womens-enterprise";"accelerating womens enterprise | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"156";"29.1.1.1.1.";"157";"1";"signup thankyou";"5";"1";"";"";"";"signup-thankyou";"signup thankyou | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"339";"29.1.1.2.";"158";"1";"accommodation";"4";"2";"";"";"";"accommodation";"accommodation | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"476";"29.1.1.3.";"158";"1";"barristers in residence";"4";"3";"";"";"";"barristers-in-residence";"barristers in residence | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"155";"29.1.1.3.1.";"476";"1";"francis payne";"5";"1";"";"";"";"francis-payne";"francis payne | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"338";"29.1.1.3.2.";"476";"1";"grace mcconnell";"5";"2";"";"";"";"grace-mcconnell";"grace mcconnell | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
